2564	グローバルX MSCIスーパーディビィデンド-日本株式 ETF	std
2253	グローバルX スーパーディビィデンド-US ETF	std
1489	NEXT FUNDS 日経平均高配当株50指数連動型上場投信	std
1321	日経225連動型上場投資信託	std
1571	日経平均インバースETF	lev
1357	日経平均ダブルインバースETF	lev
1570	日経平均レバレッジETF	lev
1597	MAXIS Jリート上場投信	std
8985	ジャパン・ホテル・リート投資法人	reit
8952	ジャパンリアルエステイト投資法人	reit
8953	日本都市ファンド投資法人	reit
8951	日本ビルファンド投資法人	reit
3462	野村不動産マスターファンド投資法人	reit
3287	星野リゾート・リート投資法人	reit
